time,load,wind,solar,price
2025-03-16 12:00:00,51362.11,9899.75,32737.64,1.01
2025-03-16 13:00:00,50089.45,11249.5,30247.15,0.19
2025-03-16 14:00:00,48729.43,12045.5,26136.6,2.53
2025-03-16 15:00:00,48266.92,13008.25,20002.56,31.0
2025-03-16 16:00:00,49030.22,14742.5,11976.99,71.11
2025-03-16 17:00:00,51997.37,14871.75,3644.42,116.81
2025-03-16 18:00:00,55730.41,14877.5,172.37,130.84
2025-03-16 19:00:00,55787.0,16118.75,20.34,140.0
2025-03-16 20:00:00,53168.45,17333.25,21.77,125.28
2025-03-16 21:00:00,51733.07,18285.0,12.05,107.73
2025-03-16 22:00:00,50798.48,17859.25,11.54,100.8
2025-03-16 23:00:00,48436.74,19553.75,7.61,79.71
2025-03-17 00:00:00,47641.83,22609.75,6.11,78.1
2025-03-17 01:00:00,46571.52,22587.5,6.04,79.01
2025-03-17 02:00:00,47057.72,22797.5,6.63,78.79
2025-03-17 03:00:00,47306.33,23243.0,6.52,80.91
2025-03-17 04:00:00,48415.57,22513.5,6.19,85.85
2025-03-17 05:00:00,52496.06,22225.0,6.43,103.3
2025-03-17 06:00:00,59886.04,21302.75,398.59,135.18
2025-03-17 07:00:00,63830.81,18387.5,5485.53,152.87
2025-03-17 08:00:00,65975.65,14653.0,14792.24,135.24
2025-03-17 09:00:00,65846.97,14099.5,24453.49,100.73
2025-03-17 10:00:00,65051.15,12847.25,32110.82,68.21
2025-03-17 11:00:00,64489.15,12113.75,35275.42,50.56
2025-03-17 12:00:00,63419.82,10395.0,36876.03,31.17
2025-03-17 13:00:00,62426.69,10060.0,36184.03,27.95
2025-03-17 14:00:00,60466.58,9135.0,33125.61,50.14
2025-03-17 15:00:00,59272.8,8954.25,27028.72,70.01
2025-03-17 16:00:00,59466.1,9274.25,16716.9,98.55
2025-03-17 17:00:00,61806.56,9323.75,5426.14,143.05
2025-03-17 18:00:00,65122.0,10084.25,300.38,177.33
2025-03-17 19:00:00,65672.94,12285.5,40.36,170.0
2025-03-17 20:00:00,62078.82,13057.0,28.13,141.5
2025-03-17 21:00:00,58515.98,13026.5,13.39,118.85
2025-03-17 22:00:00,55984.36,12261.25,8.7,107.86
2025-03-17 23:00:00,52770.6,11894.0,6.1,93.5
2025-03-18 00:00:00,50047.08,11478.25,6.03,92.2
2025-03-18 01:00:00,48089.3,10991.0,6.06,89.99
2025-03-18 02:00:00,47515.77,10713.25,6.31,92.37
2025-03-18 03:00:00,48475.17,10899.25,6.64,89.2
2025-03-18 04:00:00,50643.03,11369.75,6.23,95.25
2025-03-18 05:00:00,54665.41,12058.75,6.64,110.74
2025-03-18 06:00:00,61645.54,12767.5,643.61,138.9
2025-03-18 07:00:00,66083.25,12429.25,8424.24,136.68
2025-03-18 08:00:00,67652.69,10385.5,21791.92,106.52
2025-03-18 09:00:00,65927.49,7968.75,33701.95,71.53
2025-03-18 10:00:00,62698.68,6537.25,41512.73,25.27
2025-03-18 11:00:00,60872.24,5546.5,46157.36,0.68
2025-03-18 12:00:00,59341.48,4772.5,46141.63,-1.46
2025-03-18 13:00:00,59491.21,4007.0,44025.1,-0.3
2025-03-18 14:00:00,59380.33,4636.0,39958.01,5.72
2025-03-18 15:00:00,59156.77,5428.75,31627.6,50.28
2025-03-18 16:00:00,59057.61,6074.25,19122.96,95.94
2025-03-18 17:00:00,62643.95,6104.25,6166.95,140.9
2025-03-18 18:00:00,65237.52,7646.75,340.22,170.91
2025-03-18 19:00:00,65256.53,10425.0,33.58,167.46
2025-03-18 20:00:00,61735.08,12272.25,28.24,142.39
2025-03-18 21:00:00,58457.33,12940.25,20.56,123.04
2025-03-18 22:00:00,55798.72,12391.25,11.4,115.97
2025-03-18 23:00:00,52416.51,11622.0,6.7,103.29
2025-03-19 00:00:00,50049.1,10996.25,6.3,107.29
2025-03-19 01:00:00,48302.72,10202.5,6.33,102.4
2025-03-19 02:00:00,48019.73,8977.5,8.97,101.19
2025-03-19 03:00:00,48248.03,8083.5,7.62,102.0
2025-03-19 04:00:00,49756.36,7544.0,8.47,106.59
2025-03-19 05:00:00,53236.32,7025.75,13.58,122.52
2025-03-19 06:00:00,59780.04,6663.25,761.02,158.05
2025-03-19 07:00:00,64280.71,6178.0,8739.16,147.74
2025-03-19 08:00:00,66079.29,5157.75,22065.32,108.23
2025-03-19 09:00:00,64598.44,3017.0,33729.26,79.5
2025-03-19 10:00:00,62388.91,1719.5,41519.79,26.52
2025-03-19 11:00:00,60660.83,1448.25,45001.69,-0.04
2025-03-19 12:00:00,58989.02,1121.75,44615.88,-0.56
2025-03-19 13:00:00,57654.16,1036.5,42261.29,-0.25
2025-03-19 14:00:00,57064.3,1274.5,38932.51,0.99
2025-03-19 15:00:00,56980.91,1202.0,31187.8,66.73
2025-03-19 16:00:00,57205.4,1358.75,18786.5,109.85
2025-03-19 17:00:00,59985.83,1570.5,6053.71,147.56
2025-03-19 18:00:00,63254.94,2371.25,380.89,248.18
2025-03-19 19:00:00,63941.31,3622.5,52.44,220.3
2025-03-19 20:00:00,60764.76,5171.25,27.43,176.68
2025-03-19 21:00:00,57224.75,6169.25,22.4,138.24
2025-03-19 22:00:00,53946.3,6810.75,12.1,124.45
2025-03-19 23:00:00,50581.94,7626.25,5.82,111.14
2025-03-20 00:00:00,47607.89,8294.75,5.87,117.17
2025-03-20 01:00:00,45882.31,8818.0,5.45,102.86
2025-03-20 02:00:00,45391.87,9216.0,5.74,99.56
2025-03-20 03:00:00,45754.06,8984.0,6.4,100.08
2025-03-20 04:00:00,47163.76,8726.75,8.57,102.83
2025-03-20 05:00:00,51224.29,9321.5,7.98,119.7
2025-03-20 06:00:00,57895.99,9909.75,787.05,144.84
2025-03-20 07:00:00,62698.07,9636.5,7760.62,141.21
2025-03-20 08:00:00,64628.96,7938.5,19142.91,99.87
2025-03-20 09:00:00,64035.4,4303.75,29842.01,79.45
2025-03-20 10:00:00,62145.15,2316.75,37924.8,37.51
2025-03-20 11:00:00,60981.83,2160.75,42895.76,3.42
2025-03-20 12:00:00,59150.35,2489.0,44076.81,0.43
2025-03-20 13:00:00,57883.78,2676.75,42127.34,0.65
2025-03-20 14:00:00,57170.15,2973.75,37001.75,16.6
2025-03-20 15:00:00,56338.65,2539.5,28547.79,79.42
2025-03-20 16:00:00,56455.43,1845.5,16669.07,120.76
2025-03-20 17:00:00,59549.79,1298.25,5342.56,155.14
2025-03-20 18:00:00,62574.82,1337.75,348.97,280.07
2025-03-20 19:00:00,63007.28,1831.0,53.45,253.85
2025-03-20 20:00:00,59790.14,2390.75,29.77,164.0
2025-03-20 21:00:00,56530.52,3158.75,13.45,136.82
2025-03-20 22:00:00,53450.91,3867.0,8.2,125.03
2025-03-20 23:00:00,49360.51,3845.75,6.1,117.91
2025-03-21 00:00:00,46823.53,3647.75,6.33,125.07
2025-03-21 01:00:00,44857.55,3733.0,5.78,116.41
2025-03-21 02:00:00,44464.84,3994.75,5.69,112.74
2025-03-21 03:00:00,45580.2,4195.25,5.81,105.81
2025-03-21 04:00:00,47101.51,4409.0,5.95,109.1
2025-03-21 05:00:00,50595.71,5160.0,9.41,127.49
2025-03-21 06:00:00,56722.55,6445.25,911.14,156.0
2025-03-21 07:00:00,61022.59,7742.75,8292.65,148.27
2025-03-21 08:00:00,63406.02,8456.5,19998.12,110.73
2025-03-21 09:00:00,62922.59,7011.75,30348.9,73.31
2025-03-21 10:00:00,61998.41,6568.25,37635.03,43.25
2025-03-21 11:00:00,61151.92,8124.25,40942.57,7.35
2025-03-21 12:00:00,59894.3,11296.25,41273.51,0.81
2025-03-21 13:00:00,59050.87,13778.25,38413.44,0.0
2025-03-21 14:00:00,58806.24,17470.75,33236.1,2.49
2025-03-21 15:00:00,58036.13,23045.0,25325.44,12.36
2025-03-21 16:00:00,59218.95,26939.0,14513.71,46.22
2025-03-21 17:00:00,60341.97,27881.0,4451.89,100.24
2025-03-21 18:00:00,62346.35,32409.75,303.51,120.65
2025-03-21 19:00:00,63460.66,38075.0,17.42,83.5
2025-03-21 20:00:00,60302.86,40098.25,11.17,70.0
2025-03-21 21:00:00,56424.22,40600.5,6.51,47.19
2025-03-21 22:00:00,53000.28,37676.25,6.0,27.13
2025-03-21 23:00:00,49916.06,37443.5,5.83,18.45
2025-03-22 00:00:00,46860.84,37076.0,6.21,26.93
2025-03-22 01:00:00,45076.17,36660.75,6.57,12.57
2025-03-22 02:00:00,44484.09,35815.75,5.94,9.07
2025-03-22 03:00:00,44431.1,35270.5,6.35,6.88
2025-03-22 04:00:00,44728.29,34492.25,6.11,10.12
2025-03-22 05:00:00,45456.93,34048.0,8.52,12.95
2025-03-22 06:00:00,46510.84,33765.5,784.15,13.01
2025-03-22 07:00:00,49337.47,30764.5,6341.73,13.04
2025-03-22 08:00:00,51925.54,26729.5,15413.79,3.11
2025-03-22 09:00:00,53917.17,21554.5,24992.92,0.0
2025-03-22 10:00:00,52416.13,17369.0,32138.2,-1.86
2025-03-22 11:00:00,51903.72,14619.0,36227.52,-6.31
2025-03-22 12:00:00,50271.44,13775.25,37296.02,-15.18
2025-03-22 13:00:00,48888.62,15214.5,35317.75,-15.04
2025-03-22 14:00:00,48575.94,18189.5,30192.86,-6.79
2025-03-22 15:00:00,49231.56,23239.5,23069.71,-1.51
2025-03-22 16:00:00,50964.04,28867.0,13868.7,1.01
2025-03-22 17:00:00,53196.37,31259.5,4456.11,34.99
2025-03-22 18:00:00,55700.26,32863.0,317.22,60.03
2025-03-22 19:00:00,55383.62,33215.5,21.1,50.95
2025-03-22 20:00:00,52510.86,34274.25,9.83,42.15
2025-03-22 21:00:00,49809.14,34356.25,7.02,36.12
2025-03-22 22:00:00,48197.42,32747.0,12.64,37.14
2025-03-22 23:00:00,45760.14,30875.5,5.92,35.69
2025-03-23 00:00:00,43081.56,30146.5,8.13,13.69
2025-03-23 01:00:00,41129.97,29388.25,5.73,19.01
2025-03-23 02:00:00,39793.9,28318.75,6.27,23.65
2025-03-23 03:00:00,39523.12,26842.25,4.78,23.49
2025-03-23 04:00:00,40050.19,25492.25,5.52,24.82
2025-03-23 05:00:00,40456.91,25086.25,10.73,25.01
2025-03-23 06:00:00,40568.81,24972.5,512.34,24.84
2025-03-23 07:00:00,42666.43,22544.75,4016.61,24.26
2025-03-23 08:00:00,46721.15,20165.5,10154.56,18.99
2025-03-23 09:00:00,50003.7,17461.75,17145.39,23.09
2025-03-23 10:00:00,51293.82,14213.5,23202.97,13.78
2025-03-23 11:00:00,52428.16,12924.0,26622.12,9.6
2025-03-23 12:00:00,51758.74,12100.5,27093.52,13.49
2025-03-23 13:00:00,49666.32,11136.0,25411.51,5.01
2025-03-23 14:00:00,47802.15,10829.5,21551.38,11.46
2025-03-23 15:00:00,47087.94,11824.5,15399.89,42.5
2025-03-23 16:00:00,47420.91,11200.75,8956.4,84.42
2025-03-23 17:00:00,50686.17,10186.5,3231.8,124.23
2025-03-23 18:00:00,53748.38,9134.0,291.07,140.0
2025-03-23 19:00:00,54156.18,8369.5,25.66,142.51
2025-03-23 20:00:00,52055.24,7904.75,13.11,140.58
2025-03-23 21:00:00,50300.04,7196.5,6.12,130.0
2025-03-23 22:00:00,48356.13,5768.75,5.75,126.47
2025-03-23 23:00:00,45268.59,4532.25,4.57,114.24
2025-03-24 00:00:00,42596.77,3550.25,5.06,110.45
2025-03-24 01:00:00,41043.66,2641.5,5.2,107.29
2025-03-24 02:00:00,40436.71,2308.75,5.01,101.91
2025-03-24 03:00:00,40987.01,1966.5,5.37,98.94
2025-03-24 04:00:00,42630.43,1779.5,5.35,101.99
2025-03-24 05:00:00,46360.64,1746.75,7.41,119.82
2025-03-24 06:00:00,53833.06,1844.5,407.71,141.5
2025-03-24 07:00:00,59048.65,1673.75,3318.05,164.28
2025-03-24 08:00:00,61647.87,1299.0,8688.81,161.86
2025-03-24 09:00:00,61979.37,741.5,14785.91,135.38
2025-03-24 10:00:00,61990.49,436.25,19741.84,111.16
2025-03-24 11:00:00,63105.86,484.25,23723.17,107.36
2025-03-24 12:00:00,62999.16,758.75,26046.82,100.75
2025-03-24 13:00:00,61993.71,1337.75,25848.3,100.87
2025-03-24 14:00:00,60161.04,2158.0,23084.94,106.57
2025-03-24 15:00:00,59152.09,2957.75,17708.54,115.85
2025-03-24 16:00:00,58367.78,3423.5,10511.16,130.95
2025-03-24 17:00:00,59788.42,3744.75,3667.9,154.15
2025-03-24 18:00:00,62231.12,3839.5,352.5,211.99
2025-03-24 19:00:00,62473.96,4243.0,33.91,193.0
2025-03-24 20:00:00,59043.49,4371.75,19.26,161.84
2025-03-24 21:00:00,55514.02,4560.5,11.75,138.55
2025-03-24 22:00:00,52358.23,4597.75,6.41,125.58
2025-03-24 23:00:00,48923.96,4634.5,5.81,115.16
2025-03-25 00:00:00,46146.58,5225.5,5.59,102.07
2025-03-25 01:00:00,45023.11,5829.25,5.76,101.76
2025-03-25 02:00:00,44393.19,6238.0,5.72,100.2
2025-03-25 03:00:00,45393.45,7028.25,5.73,102.67
2025-03-25 04:00:00,46958.16,7630.25,5.37,101.96
2025-03-25 05:00:00,50385.76,8189.0,8.18,107.39
2025-03-25 06:00:00,57340.49,8731.75,596.26,136.05
2025-03-25 07:00:00,62403.81,8806.25,4146.51,142.13
2025-03-25 08:00:00,65144.36,8880.75,9732.75,133.36
2025-03-25 09:00:00,66056.67,9202.75,16066.32,106.41
2025-03-25 10:00:00,65740.78,9697.75,21919.91,92.03
2025-03-25 11:00:00,64805.87,10202.75,26470.29,78.8
2025-03-25 12:00:00,63997.01,10117.0,28825.42,68.45
2025-03-25 13:00:00,62603.49,10714.5,28325.14,69.23
2025-03-25 14:00:00,61541.41,12195.75,25396.22,81.7
2025-03-25 15:00:00,61012.2,12504.75,19623.52,95.52
2025-03-25 16:00:00,61488.86,12719.5,11824.98,108.84
2025-03-25 17:00:00,62956.06,12111.0,4179.13,138.81
2025-03-25 18:00:00,65134.7,12540.25,373.33,161.14
2025-03-25 19:00:00,65111.25,13784.5,34.4,166.36
2025-03-25 20:00:00,61385.27,14273.5,19.31,148.6
2025-03-25 21:00:00,58248.81,14905.5,6.33,122.36
2025-03-25 22:00:00,54578.45,14898.0,5.76,114.83
2025-03-25 23:00:00,50678.26,15071.25,5.73,102.05
2025-03-26 00:00:00,47271.01,14570.25,5.53,101.02
2025-03-26 01:00:00,45275.06,14063.75,5.73,97.96
2025-03-26 02:00:00,44500.9,14132.5,5.91,97.36
2025-03-26 03:00:00,44742.69,14333.25,5.94,97.39
2025-03-26 04:00:00,46347.3,14817.5,5.53,95.72
2025-03-26 05:00:00,49905.03,14828.25,6.5,98.85
2025-03-26 06:00:00,57162.97,15284.25,461.87,128.76
2025-03-26 07:00:00,61283.28,14377.5,2788.19,141.95
2025-03-26 08:00:00,64259.08,13422.0,6122.83,137.09
2025-03-26 09:00:00,65137.36,12822.5,9526.72,111.86
2025-03-26 10:00:00,65757.62,12003.25,12205.47,100.0
2025-03-26 11:00:00,66520.66,11759.5,13942.79,96.39
2025-03-26 12:00:00,66267.97,11527.0,15028.15,94.81
2025-03-26 13:00:00,66425.7,11131.5,15268.02,84.5
2025-03-26 14:00:00,64912.27,10206.0,14112.04,90.79
2025-03-26 15:00:00,63673.15,9323.0,11163.54,94.36
2025-03-26 16:00:00,62823.5,9009.75,7035.96,101.45
2025-03-26 17:00:00,63401.33,8026.25,2742.41,135.16
2025-03-26 18:00:00,64889.94,7859.0,291.81,162.0
2025-03-26 19:00:00,64512.76,7832.0,20.76,169.54
2025-03-26 20:00:00,61772.36,8010.75,12.75,153.27
2025-03-26 21:00:00,58056.24,7781.25,6.13,129.4
2025-03-26 22:00:00,54174.35,7539.5,5.9,120.27
2025-03-26 23:00:00,50103.92,7409.5,6.24,108.91
2025-03-27 00:00:00,47413.11,7752.0,5.87,104.93
2025-03-27 01:00:00,45769.66,7993.5,5.7,98.98
2025-03-27 02:00:00,44882.61,8412.25,5.77,97.8
2025-03-27 03:00:00,45464.11,9132.25,5.99,98.85
2025-03-27 04:00:00,46665.23,9796.5,5.93,97.07
2025-03-27 05:00:00,50772.6,10217.5,8.68,104.9
2025-03-27 06:00:00,57085.13,9782.25,795.28,129.83
2025-03-27 07:00:00,61148.13,9114.5,5474.92,140.0
2025-03-27 08:00:00,63669.71,8035.0,12930.78,123.5
2025-03-27 09:00:00,63050.09,7576.0,20996.6,89.92
2025-03-27 10:00:00,62667.92,8026.5,26988.33,77.61
2025-03-27 11:00:00,62527.43,7880.75,32247.11,45.48
2025-03-27 12:00:00,61663.23,8178.5,35081.28,24.81
2025-03-27 13:00:00,60518.09,8066.5,35059.15,6.67
2025-03-27 14:00:00,59084.04,7610.5,32333.16,30.34
2025-03-27 15:00:00,58768.19,6950.25,26316.63,74.93
2025-03-27 16:00:00,58383.42,6662.75,17049.66,93.74
2025-03-27 17:00:00,60940.36,6760.5,6598.31,127.25
2025-03-27 18:00:00,63439.81,7140.0,703.34,157.9
2025-03-27 19:00:00,64218.92,8247.75,53.67,170.7
2025-03-27 20:00:00,61232.29,9196.25,31.5,141.61
2025-03-27 21:00:00,57727.3,9855.25,12.82,124.42
2025-03-27 22:00:00,53848.4,10398.0,7.41,113.1
2025-03-27 23:00:00,49933.94,10878.75,7.46,100.91
2025-03-28 00:00:00,47357.84,11303.0,6.26,90.0
2025-03-28 01:00:00,45639.03,12147.25,6.31,79.38
2025-03-28 02:00:00,45604.67,12705.25,6.53,79.02
2025-03-28 03:00:00,46493.34,13516.0,6.7,79.38
2025-03-28 04:00:00,47868.88,13948.0,6.63,79.84
2025-03-28 05:00:00,51331.25,15049.0,12.43,103.51
2025-03-28 06:00:00,57229.59,14951.75,1679.12,128.52
2025-03-28 07:00:00,61327.82,13821.5,9913.65,122.2
2025-03-28 08:00:00,63147.74,10570.75,21987.05,102.08
2025-03-28 09:00:00,63201.04,7622.25,33028.27,75.57
2025-03-28 10:00:00,60790.19,6794.5,40385.91,25.77
2025-03-28 11:00:00,58998.55,6928.0,44795.33,1.68
2025-03-28 12:00:00,57016.18,6207.25,45365.68,-0.01
2025-03-28 13:00:00,55057.32,5225.5,42688.07,-0.03
2025-03-28 14:00:00,54242.51,5102.75,37851.85,14.48
2025-03-28 15:00:00,54242.98,5564.25,29950.49,70.1
2025-03-28 16:00:00,54551.53,5829.75,18070.39,104.19
2025-03-28 17:00:00,56984.74,6208.75,6542.11,132.0
2025-03-28 18:00:00,59363.8,6986.5,766.23,165.99
2025-03-28 19:00:00,60166.67,8570.75,42.68,165.9
2025-03-28 20:00:00,56677.63,9281.25,27.7,148.03
2025-03-28 21:00:00,53617.95,9407.75,12.92,124.56
2025-03-28 22:00:00,50188.18,8958.25,8.22,117.94
2025-03-28 23:00:00,46588.91,8591.25,15.81,110.12
2025-03-29 00:00:00,43635.63,8074.25,13.85,113.62
2025-03-29 01:00:00,40994.82,8003.0,17.22,103.91
2025-03-29 02:00:00,39647.35,8766.25,8.46,96.54
2025-03-29 03:00:00,39669.52,9762.75,7.38,96.22
2025-03-29 04:00:00,40290.27,11053.5,5.69,96.5
2025-03-29 05:00:00,40732.84,12268.75,12.24,92.74
2025-03-29 06:00:00,42413.75,12544.5,688.57,96.73
2025-03-29 07:00:00,45379.69,12151.75,4156.63,98.44
2025-03-29 08:00:00,48262.97,11532.25,9968.63,91.86
2025-03-29 09:00:00,50469.14,12431.25,16434.63,76.14
2025-03-29 10:00:00,52171.42,12406.25,21933.27,65.67
2025-03-29 11:00:00,52542.77,12495.75,24959.39,65.34
2025-03-29 12:00:00,51700.88,12454.0,25708.63,65.33
2025-03-29 13:00:00,50052.4,10557.25,28615.06,2.06
2025-03-29 14:00:00,48957.45,11045.5,26157.72,3.94
2025-03-29 15:00:00,48816.44,13330.0,20982.18,25.27
2025-03-29 16:00:00,49420.55,15477.0,13429.94,66.26
2025-03-29 17:00:00,50626.45,13942.5,5408.27,100.1
2025-03-29 18:00:00,52426.87,11211.0,703.72,146.91
2025-03-29 19:00:00,52325.38,10555.25,49.08,152.22
2025-03-29 20:00:00,49757.6,10983.5,28.25,121.07
2025-03-29 21:00:00,47470.49,11592.75,12.17,100.42
2025-03-29 22:00:00,45893.53,12688.5,6.43,82.75
2025-03-29 23:00:00,43012.68,14864.25,7.53,68.27
2025-03-30 00:00:00,40779.73,17232.0,13.69,46.31
2025-03-30 01:00:00,39485.14,20182.75,7.87,15.89
2025-03-30 03:00:00,39289.17,24142.75,45.57,5.1
2025-03-30 04:00:00,39881.18,27082.75,68.35,1.2
2025-03-30 05:00:00,40344.92,29512.25,55.44,0.09
2025-03-30 06:00:00,40853.76,33765.25,50.37,0.03
2025-03-30 07:00:00,42777.3,35209.25,1517.61,0.0
2025-03-30 08:00:00,45277.57,33737.25,6932.78,-0.01
2025-03-30 09:00:00,48259.53,33326.0,13290.54,-0.04
2025-03-30 10:00:00,50892.31,31574.5,17887.21,-3.47
2025-03-30 11:00:00,52105.95,31139.25,19594.35,-11.34
2025-03-30 12:00:00,52419.64,30386.0,19443.64,-18.5
2025-03-30 13:00:00,50781.1,25662.0,18232.75,-25.76
2025-03-30 14:00:00,48677.18,25046.25,17220.12,-26.07
2025-03-30 15:00:00,48019.18,27888.25,15659.1,-12.96
2025-03-30 16:00:00,48023.18,32747.0,12426.32,-4.01
2025-03-30 17:00:00,49677.53,38035.75,7977.1,-0.01
2025-03-30 18:00:00,51076.13,40918.0,3402.02,14.41
2025-03-30 19:00:00,52313.37,40146.25,463.42,60.83
2025-03-30 20:00:00,52218.43,39259.0,13.55,58.86
2025-03-30 21:00:00,50238.04,37358.75,10.39,50.01
2025-03-30 22:00:00,48854.42,34054.25,7.13,61.71
2025-03-30 23:00:00,46234.51,32626.25,6.11,56.44
2025-03-31 00:00:00,43828.87,32491.25,6.16,65.57
2025-03-31 01:00:00,41727.33,30852.0,5.98,63.25
2025-03-31 02:00:00,41537.91,29153.75,6.57,64.41
2025-03-31 03:00:00,41901.23,27604.5,6.58,67.22
2025-03-31 04:00:00,43796.67,26592.5,6.34,68.97
2025-03-31 05:00:00,48626.82,25215.25,6.43,88.0
2025-03-31 06:00:00,57018.86,23514.25,14.23,109.27
2025-03-31 07:00:00,61215.91,21113.5,665.14,143.54
2025-03-31 08:00:00,63875.55,18377.5,3537.34,174.23
2025-03-31 09:00:00,64927.58,17246.5,7762.29,133.17
2025-03-31 10:00:00,65097.59,16534.0,12266.25,110.27
2025-03-31 11:00:00,64573.42,15485.5,16665.96,99.04
2025-03-31 12:00:00,63853.7,14970.5,20089.52,83.54
2025-03-31 13:00:00,62720.62,14637.5,21915.82,74.1
2025-03-31 14:00:00,60806.56,14830.0,22070.82,73.58
2025-03-31 15:00:00,59015.51,14829.25,19754.93,69.55
2025-03-31 16:00:00,58073.27,14472.75,15452.82,76.24
2025-03-31 17:00:00,58843.43,13151.0,10083.46,100.83
2025-03-31 18:00:00,60517.94,11350.75,4424.04,131.57
2025-03-31 19:00:00,61000.31,9607.5,712.66,183.96
2025-03-31 20:00:00,59565.51,9086.25,57.83,172.73
2025-03-31 21:00:00,56481.55,8974.5,20.91,135.03
2025-03-31 22:00:00,53103.67,8479.25,6.54,115.25
2025-03-31 23:00:00,49758.33,7947.0,6.38,102.34
2025-04-01 00:00:00,46679.62,7495.25,6.25,101.56
2025-04-01 01:00:00,44634.29,7111.0,6.0,95.02
2025-04-01 02:00:00,43877.27,6868.5,6.0,92.91
2025-04-01 03:00:00,44109.89,6947.75,6.0,93.5
2025-04-01 04:00:00,45956.42,7557.5,6.0,91.43
2025-04-01 05:00:00,50106.29,8441.25,7.25,100.71
2025-04-01 06:00:00,57448.06,9291.75,29.25,129.46
2025-04-01 07:00:00,62027.61,9794.0,1690.5,179.96
2025-04-01 08:00:00,64315.76,9038.0,8304.5,159.37
2025-04-01 09:00:00,64567.85,6939.25,18193.75,108.47
2025-04-01 10:00:00,63056.41,8043.25,27221.5,86.17
2025-04-01 11:00:00,63482.93,10161.5,32759.25,70.26
2025-04-01 12:00:00,62051.9,11777.75,34498.5,53.15
2025-04-01 13:00:00,61117.77,13093.25,34269.5,11.57
2025-04-01 14:00:00,59344.89,13553.0,33251.0,10.89
2025-04-01 15:00:00,57611.95,14212.5,30025.25,26.7
2025-04-01 16:00:00,56541.84,15085.0,24839.75,65.23
2025-04-01 17:00:00,57235.7,16601.25,16678.5,82.8
2025-04-01 18:00:00,59619.09,16459.0,7098.5,122.39
2025-04-01 19:00:00,60108.11,16973.5,1022.75,155.72
2025-04-01 20:00:00,59789.99,19805.0,27.5,138.0
2025-04-01 21:00:00,57215.83,23413.5,7.25,110.9
2025-04-01 22:00:00,53173.72,24734.75,7.75,95.64
2025-04-01 23:00:00,48826.14,25233.75,7.0,79.45
2025-04-02 00:00:00,45719.23,24487.0,6.0,68.06
2025-04-02 01:00:00,43933.26,23005.75,6.25,66.93
2025-04-02 02:00:00,43296.02,21949.25,6.75,66.8
2025-04-02 03:00:00,43676.21,21505.25,6.0,67.97
2025-04-02 04:00:00,44898.06,21084.25,6.0,68.9
2025-04-02 05:00:00,48993.28,20804.25,7.5,82.18
2025-04-02 06:00:00,56320.88,21188.5,43.25,113.84
2025-04-02 07:00:00,60837.73,20401.25,2256.0,150.31
2025-04-02 08:00:00,63137.95,17332.25,10541.75,124.7
2025-04-02 09:00:00,63273.36,13987.5,22287.0,84.74
2025-04-02 10:00:00,61521.87,13038.5,32837.0,48.38
2025-04-02 11:00:00,60808.92,11794.0,40242.75,0.0
2025-04-02 12:00:00,59657.58,9592.0,42310.5,-4.92
2025-04-02 13:00:00,58486.24,9390.25,42146.5,-20.06
2025-04-02 14:00:00,56692.79,13459.5,39627.25,-21.02
2025-04-02 15:00:00,56361.69,18266.25,35061.0,-10.0
2025-04-02 16:00:00,56163.17,22594.0,27805.0,-1.73
2025-04-02 17:00:00,57423.38,26692.25,18580.5,15.37
2025-04-02 18:00:00,58822.92,28881.75,7825.25,88.84
2025-04-02 19:00:00,59304.92,29401.5,1174.0,125.35
2025-04-02 20:00:00,59238.77,31284.25,20.75,114.0
2025-04-02 21:00:00,56511.39,32813.0,9.75,96.07
2025-04-02 22:00:00,52724.82,31727.25,8.75,82.63
2025-04-02 23:00:00,49258.8,30738.75,6.25,71.43
2025-04-03 00:00:00,45614.57,28744.75,6.5,67.0
2025-04-03 01:00:00,44310.08,26565.0,6.0,67.0
2025-04-03 02:00:00,43064.56,24265.75,6.0,67.0
2025-04-03 03:00:00,42802.3,22332.0,6.25,68.95
2025-04-03 04:00:00,44545.36,21241.0,6.75,71.0
2025-04-03 05:00:00,48441.17,20460.0,6.75,86.22
2025-04-03 06:00:00,55122.9,19580.0,74.25,129.71
2025-04-03 07:00:00,59428.84,17463.25,2998.75,162.77
2025-04-03 08:00:00,62297.45,13339.75,13026.25,133.3
2025-04-03 09:00:00,62676.18,8010.75,26026.25,79.11
2025-04-03 10:00:00,61778.86,5704.5,37020.75,40.47
2025-04-03 11:00:00,60813.63,5137.5,44073.0,-0.16
2025-04-03 12:00:00,58650.52,5895.5,47290.5,-1.19
2025-04-03 13:00:00,56992.17,5861.25,46819.25,-8.4
2025-04-03 14:00:00,55534.58,6422.0,44946.75,-5.85
2025-04-03 15:00:00,54794.66,7076.75,41051.0,-0.27
2025-04-03 16:00:00,54549.41,7154.75,33547.5,16.09
2025-04-03 17:00:00,55221.67,7278.5,21758.75,75.0
2025-04-03 18:00:00,57910.91,7206.5,8850.75,138.0
2025-04-03 19:00:00,59363.86,7706.25,1271.5,163.48
2025-04-03 20:00:00,58950.52,10377.0,53.25,155.88
2025-04-03 21:00:00,55777.23,12621.75,17.25,137.03
2025-04-03 22:00:00,51894.41,12941.75,5.5,113.21
2025-04-03 23:00:00,47906.75,12157.75,6.0,104.63
